,conformer,molecule_name,xyz,xyz_reduced,atom_index,attached_atom,neighboring_atoms,fragment,netcharge,multiplicity,smiles_orig,smiles_reduced
1240,-6.xyz,CSCC_CSSC,"22

C      1.968430   -1.041130    3.079670
S      0.750210   -0.929260    1.757600
C      1.764580   -0.074730    0.525200
C      0.951070    0.156250   -0.742420
H      2.852530   -1.621280    2.766000
H      1.497130   -1.553160    3.935420
H      2.301430   -0.041990    3.407440
H      2.110150    0.886680    0.951480
H      2.660110   -0.689340    0.311370
H      1.565980    0.676800   -1.495760
H      0.614890   -0.805090   -1.166010
H      0.063780    0.774200   -0.524560
C      0.071090    1.303100    3.957670
S      1.396500    2.153220    3.073160
S      0.531980    2.534200    1.267000
C     -0.350090    4.077690    1.585360
H      0.464430    1.018860    4.948180
H     -0.244280    0.388120    3.428570
H     -0.811870    1.948270    4.101670
H     -1.135360    3.956510    2.350390
H      0.338360    4.875490    1.911170
H     -0.825290    4.387650    0.639460
","21

C      1.968430   -1.041130    3.079670
S      0.750210   -0.929260    1.757600
C      1.764580   -0.074730    0.525200
C      0.951070    0.156250   -0.742420
H      2.852530   -1.621280    2.766000
H      1.497130   -1.553160    3.935420
H      2.301430   -0.041990    3.407440
H      2.660110   -0.689340    0.311370
H      1.565980    0.676800   -1.495760
H      0.614890   -0.805090   -1.166010
H      0.063780    0.774200   -0.524560
C      0.071090    1.303100    3.957670
S      1.396500    2.153220    3.073160
S      0.531980    2.534200    1.267000
C     -0.350090    4.077690    1.585360
H      0.464430    1.018860    4.948180
H     -0.244280    0.388120    3.428570
H     -0.811870    1.948270    4.101670
H     -1.135360    3.956510    2.350390
H      0.338360    4.875490    1.911170
H     -0.825290    4.387650    0.639460
",7,C,"['S', 'C', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96DF510>,0,,[H]C([H])([H])SC([H])([H])C([H])([H])[H].[H]C([H])([H])SSC([H])([H])[H],[H]C(SC([H])([H])[H])C([H])([H])[H].[H]C([H])([H])SSC([H])([H])[H]
1241,-6.xyz,CSCC_CSSC,"22

C      1.968430   -1.041130    3.079670
S      0.750210   -0.929260    1.757600
C      1.764580   -0.074730    0.525200
C      0.951070    0.156250   -0.742420
H      2.852530   -1.621280    2.766000
H      1.497130   -1.553160    3.935420
H      2.301430   -0.041990    3.407440
H      2.110150    0.886680    0.951480
H      2.660110   -0.689340    0.311370
H      1.565980    0.676800   -1.495760
H      0.614890   -0.805090   -1.166010
H      0.063780    0.774200   -0.524560
C      0.071090    1.303100    3.957670
S      1.396500    2.153220    3.073160
S      0.531980    2.534200    1.267000
C     -0.350090    4.077690    1.585360
H      0.464430    1.018860    4.948180
H     -0.244280    0.388120    3.428570
H     -0.811870    1.948270    4.101670
H     -1.135360    3.956510    2.350390
H      0.338360    4.875490    1.911170
H     -0.825290    4.387650    0.639460
","21

C      1.968430   -1.041130    3.079670
S      0.750210   -0.929260    1.757600
C      1.764580   -0.074730    0.525200
C      0.951070    0.156250   -0.742420
H      2.852530   -1.621280    2.766000
H      1.497130   -1.553160    3.935420
H      2.301430   -0.041990    3.407440
H      2.110150    0.886680    0.951480
H      2.660110   -0.689340    0.311370
H      1.565980    0.676800   -1.495760
H      0.614890   -0.805090   -1.166010
H      0.063780    0.774200   -0.524560
C      0.071090    1.303100    3.957670
S      1.396500    2.153220    3.073160
S      0.531980    2.534200    1.267000
C     -0.350090    4.077690    1.585360
H      0.464430    1.018860    4.948180
H     -0.811870    1.948270    4.101670
H     -1.135360    3.956510    2.350390
H      0.338360    4.875490    1.911170
H     -0.825290    4.387650    0.639460
",17,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96DF510>,0,,[H]C([H])([H])SC([H])([H])C([H])([H])[H].[H]C([H])([H])SSC([H])([H])[H],[H]C([H])([H])SC([H])([H])C([H])([H])[H].[H]C([H])SSC([H])([H])[H]
1242,-4.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.616250    2.750670   -0.625990
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.390200    0.873850    0.925320
H      4.480050    2.662260    0.978400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.616250    2.750670   -0.625990
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.480050    2.662260    0.978400
",15,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA7339E0>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]C([H])N([H])([H])[H]
1243,-4.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.616250    2.750670   -0.625990
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.390200    0.873850    0.925320
H      4.480050    2.662260    0.978400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.616250    2.750670   -0.625990
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.390200    0.873850    0.925320
H      4.480050    2.662260    0.978400
",6,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA7333C0>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])N([H])([H])[H].[H]C([H])SC([H])([H])[H]
1244,-4.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.616250    2.750670   -0.625990
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.390200    0.873850    0.925320
H      4.480050    2.662260    0.978400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.216770    1.796980    0.347080
N      2.784830    1.881590   -0.080200
H      2.531700    1.067580   -0.675940
H      2.155420    1.888640    0.747680
H      4.879870    1.789820   -0.534310
H      4.390200    0.873850    0.925320
H      4.480050    2.662260    0.978400
",11,N,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA7332E0>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]N([H])C([H])([H])[H]
1245,-7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      2.354400    1.069270   -0.433950
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
H      4.302740    2.663950    1.220400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      2.354400    1.069270   -0.433950
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
",16,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA733190>,1,,[H]C([H])([H])S([H]N([H])([H])C([H])([H])[H])C([H])([H])[H],[H]C([H])N([H])([H])[H]S(C([H])([H])[H])C([H])([H])[H]
1246,-7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      2.354400    1.069270   -0.433950
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
H      4.302740    2.663950    1.220400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      2.354400    1.069270   -0.433950
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
H      4.302740    2.663950    1.220400
",4,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195F96F8D60>,1,,[H]C([H])([H])S([H]N([H])([H])C([H])([H])[H])C([H])([H])[H],[H]C([H])S([H]N([H])([H])C([H])([H])[H])C([H])([H])[H]
1247,-7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      2.354400    1.069270   -0.433950
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
H      4.302740    2.663950    1.220400
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.039460    1.798660    0.589070
N      2.607530    1.883280    0.161790
H      2.438950    2.752350   -0.384000
H      1.978110    1.890330    0.989670
H      4.702570    1.791510   -0.292320
H      4.212900    0.875530    1.167320
H      4.302740    2.663950    1.220400
",12,N,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA7332E0>,1,,[H]C([H])([H])S([H]N([H])([H])C([H])([H])[H])C([H])([H])[H],[H]N([H]S(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
1248,0.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.768100    1.065330   -0.998600
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
H      4.716450    2.660020    0.655740
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.768100    1.065330   -0.998600
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
",16,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA73C350>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]C([H])N([H])([H])[H]
1249,0.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.768100    1.065330   -0.998600
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
H      4.716450    2.660020    0.655740
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.768100    1.065330   -0.998600
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
H      4.716450    2.660020    0.655740
",4,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA737E40>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])N([H])([H])[H].[H]C([H])SC([H])([H])[H]
1250,0.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.768100    1.065330   -0.998600
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
H      4.716450    2.660020    0.655740
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.453170    1.794730    0.024420
N      3.021230    1.879340   -0.402860
H      2.852650    2.748420   -0.948650
H      2.391820    1.886390    0.425020
H      5.116280    1.787570   -0.856970
H      4.626600    0.871600    0.602660
H      4.716450    2.660020    0.655740
",12,N,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA733E40>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]N([H])C([H])([H])[H]
1251,7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      2.805520    1.882460   -0.139640
H      5.529980    1.783640   -1.421630
H      5.040300    0.867670    0.038010
H      5.130150    2.656080    0.091080
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      2.805520    1.882460   -0.139640
H      5.529980    1.783640   -1.421630
H      5.130150    2.656080    0.091080
",15,C,"['N', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA73C0B0>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]C([H])N([H])([H])[H]
1252,7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      2.805520    1.882460   -0.139640
H      5.529980    1.783640   -1.421630
H      5.040300    0.867670    0.038010
H      5.130150    2.656080    0.091080
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      2.805520    1.882460   -0.139640
H      5.529980    1.783640   -1.421630
H      5.040300    0.867670    0.038010
H      5.130150    2.656080    0.091080
",5,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA733430>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])N([H])([H])[H].[H]C([H])SC([H])([H])[H]
1253,7.xyz,CSC_C[NH3+],"17

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      2.805520    1.882460   -0.139640
H      5.529980    1.783640   -1.421630
H      5.040300    0.867670    0.038010
H      5.130150    2.656080    0.091080
","16

C      0.242610    0.572470    2.388100
S      1.487490    1.873240    2.382530
C      0.378990    3.289420    2.468670
H      0.763000   -0.398760    2.338000
H     -0.431660    0.655560    1.519150
H     -0.364700    0.599140    3.308470
H     -0.297630    3.325710    1.598340
H     -0.230670    3.269290    3.387650
H      0.994080    4.204960    2.474520
C      4.866870    1.790790   -0.540240
N      3.434930    1.875410   -0.967520
H      3.266350    2.744480   -1.513310
H      3.181800    1.061400   -1.563260
H      5.529980    1.783640   -1.421630
H      5.040300    0.867670    0.038010
H      5.130150    2.656080    0.091080
",13,N,"['C', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA73C580>,1,,[H]C([H])([H])N([H])([H])[H].[H]C([H])([H])SC([H])([H])[H],[H]C([H])([H])SC([H])([H])[H].[H]N([H])C([H])([H])[H]
1254,-4.xyz,CSC_S1CSCSC1,"21

C      4.183310    1.583720   -0.094540
S      2.493890    1.621290   -0.716000
C      2.321930   -0.129930   -1.097310
H      4.463540    2.610280    0.195710
H      4.889020    1.231010   -0.865370
H      4.273400    0.931010    0.790030
H      3.059700   -0.453120   -1.850870
H      2.444080   -0.753120   -0.195470
H      1.309530   -0.293410   -1.503430
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.503350   -1.716950    1.332880
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
","20

C      4.183310    1.583720   -0.094540
S      2.493890    1.621290   -0.716000
C      2.321930   -0.129930   -1.097310
H      4.889020    1.231010   -0.865370
H      4.273400    0.931010    0.790030
H      3.059700   -0.453120   -1.850870
H      2.444080   -0.753120   -0.195470
H      1.309530   -0.293410   -1.503430
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.503350   -1.716950    1.332880
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
",3,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA737AC0>,0,,[H]C([H])([H])SC([H])([H])[H].[H]C1([H])SC([H])([H])SC([H])([H])S1,[H]C([H])SC([H])([H])[H].[H]C1([H])SC([H])([H])SC([H])([H])S1
1255,-4.xyz,CSC_S1CSCSC1,"21

C      4.183310    1.583720   -0.094540
S      2.493890    1.621290   -0.716000
C      2.321930   -0.129930   -1.097310
H      4.463540    2.610280    0.195710
H      4.889020    1.231010   -0.865370
H      4.273400    0.931010    0.790030
H      3.059700   -0.453120   -1.850870
H      2.444080   -0.753120   -0.195470
H      1.309530   -0.293410   -1.503430
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.503350   -1.716950    1.332880
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
","20

C      4.183310    1.583720   -0.094540
S      2.493890    1.621290   -0.716000
C      2.321930   -0.129930   -1.097310
H      4.463540    2.610280    0.195710
H      4.889020    1.231010   -0.865370
H      4.273400    0.931010    0.790030
H      3.059700   -0.453120   -1.850870
H      2.444080   -0.753120   -0.195470
H      1.309530   -0.293410   -1.503430
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
",17,C,"['S', 'S', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA7339E0>,0,,[H]C([H])([H])SC([H])([H])[H].[H]C1([H])SC([H])([H])SC([H])([H])S1,[H]C([H])([H])SC([H])([H])[H].[H]C1SC([H])([H])SC([H])([H])S1
1256,-7.xyz,CSC_S1CSCSC1,"21

C      4.021280    1.491680    0.140570
S      2.331860    1.529250   -0.480890
C      2.159900   -0.221970   -0.862210
H      4.301510    2.518240    0.430820
H      4.726990    1.138970   -0.630260
H      4.111370    0.838970    1.025140
H      2.897670   -0.545160   -1.615760
H      2.282050   -0.845160    0.039630
H      1.147500   -0.385450   -1.268330
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.503350   -1.716950    1.332880
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
","20

C      4.021280    1.491680    0.140570
S      2.331860    1.529250   -0.480890
C      2.159900   -0.221970   -0.862210
H      4.726990    1.138970   -0.630260
H      4.111370    0.838970    1.025140
H      2.897670   -0.545160   -1.615760
H      2.282050   -0.845160    0.039630
H      1.147500   -0.385450   -1.268330
S      2.272500    0.405160    2.301260
C      0.706600    1.203860    1.888170
S     -0.380210    0.295260    0.768410
C     -0.755420   -1.093610    1.859660
S      0.626680   -2.181120    2.269160
C      1.601060   -0.995990    3.221340
H      0.159310    1.453810    2.817390
H      0.960320    2.154530    1.380930
H     -1.503350   -1.716950    1.332880
H     -1.224100   -0.720120    2.790410
H      2.467580   -1.552450    3.627460
H      1.005660   -0.627740    4.078860
",3,C,"['S', 'H', 'H', 'H']",<rdkit.Chem.rdchem.Mol object at 0x00000195FA737F20>,0,,[H]C([H])([H])SC([H])([H])[H].[H]C1([H])SC([H])([H])SC([H])([H])S1,[H]C([H])SC([H])([H])[H].[H]C1([H])SC([H])([H])SC([H])([H])S1
